Date,T2M,RH2M,PRECTOTCORR,WS2M
2018-06-21,13.84,87.8,0.62,2.53
2018-06-22,14.16,86.93,0.92,2.68
2018-06-23,14.68,88.28,2.59,1.84
2018-06-24,14.49,89.79,6.54,1.7
2018-06-25,13.28,90.15,6.32,2.26
2018-06-26,13.44,89.73,2.17,2.44
2018-06-27,13.88,88.27,1.87,2.18
2018-06-28,13.3,86.63,0.92,1.87
2018-06-29,14.18,89.82,4.7,2.5
2018-06-30,13.76,90.2,4.45,2.62
2018-07-01,14.33,88.63,3.23,2.48
2018-07-02,13.67,90.29,4.05,2.49
2018-07-03,14.04,90.04,3.96,2.97
2018-07-04,13.76,89.29,5.93,3.31
2018-07-05,13.35,87.46,2.03,2.59
2018-07-06,12.68,84.99,0.71,2.53
2018-07-07,12.51,87.11,0.95,2.55
2018-07-08,13.22,87.31,1.3,2.51
2018-07-09,13.47,88.51,2.38,2.26
2018-07-10,14.21,88.42,2.21,2.24
2018-07-11,13.51,89.22,2.48,2.52
2018-07-12,13.69,89.33,2.23,2.11
2018-07-13,14.31,88.91,3.58,1.7
2018-07-14,13.94,89.33,2.78,2.0
2018-07-15,13.83,87.64,0.85,2.23
2018-07-16,13.12,83.49,0.39,2.37
2018-07-17,14.26,82.96,0.31,1.22
2018-07-18,13.56,84.08,0.42,1.81
2018-07-19,13.51,86.83,0.78,2.14
2018-07-20,13.25,88.76,1.11,2.31
2018-07-21,13.34,88.18,1.94,2.68
2018-07-22,13.42,87.93,1.2,2.63
2018-07-23,12.77,88.32,0.92,3.17
2018-07-24,12.74,87.02,1.06,2.63
2018-07-25,13.23,87.72,1.59,2.09
2018-07-26,13.19,88.07,0.59,2.15
2018-07-27,12.94,88.47,0.71,1.95
2018-07-28,13.77,83.51,0.23,1.38
2018-07-29,14.2,85.77,2.56,1.17
2018-07-30,15.29,85.99,4.02,1.04
2018-07-31,14.77,88.06,2.31,1.54
2018-08-01,14.95,86.68,0.63,1.53
2018-08-02,15.23,82.48,0.16,1.2
2018-08-03,15.16,82.73,0.22,1.33
2018-08-04,14.08,85.31,0.75,2.05
2018-08-05,13.35,85.5,2.28,2.3
2018-08-06,13.63,84.75,1.09,2.41
2018-08-07,12.86,74.41,0.1,2.09
2018-08-08,13.63,74.45,0.28,1.68
2018-08-09,14.2,83.1,0.74,1.32
2018-08-10,14.44,84.82,2.82,1.81
2018-08-11,13.09,80.02,1.36,3.22
2018-08-12,13.1,83.11,0.86,3.06
2018-08-13,13.13,79.53,0.67,2.94
2018-08-14,13.3,83.45,0.51,2.36
2018-08-15,13.11,85.37,1.41,2.14
2018-08-16,13.06,85.69,1.13,1.84
2018-08-17,13.95,87.65,2.86,1.46
2018-08-18,13.9,89.28,2.36,1.73
2018-08-19,14.02,87.38,0.54,2.24
2018-08-20,13.87,86.17,0.47,2.26
2018-08-21,14.3,85.64,0.39,1.92
2018-08-22,14.89,86.09,0.44,1.43
2018-08-23,14.36,88.53,0.83,1.42
2018-08-24,14.62,88.19,4.69,1.58
2018-08-25,13.99,84.74,2.26,2.19
2018-08-26,15.6,86.17,3.27,1.08
2018-08-27,15.58,87.82,6.45,1.13
2018-08-28,14.82,88.64,6.92,1.59
2018-08-29,13.67,89.46,1.9,1.86
2018-08-30,13.41,85.31,0.84,2.4
2018-08-31,13.95,87.47,1.82,1.92
2018-09-01,14.6,86.38,1.15,1.83
2018-09-02,14.68,87.49,1.35,1.98
2018-09-03,14.55,84.91,1.8,2.27
2018-09-04,14.61,85.38,4.53,2.1
2018-09-05,14.34,81.54,2.52,3.01
2018-09-06,14.32,85.25,5.29,3.21
2018-09-07,14.51,80.91,1.03,2.64
2018-09-08,14.48,81.72,0.94,2.53
2018-09-09,14.97,78.86,0.54,2.28
2018-09-10,15.6,83.04,1.63,2.23
2018-09-11,15.09,79.67,0.41,2.93
2018-09-12,14.49,78.53,0.39,2.71
2018-09-13,15.16,79.79,1.58,2.32
2018-09-14,15.7,81.11,0.43,2.34
2018-09-15,14.73,75.91,0.19,2.31
2018-09-16,14.68,73.37,0.06,1.72
2018-09-17,14.72,74.73,0.08,1.51
2018-09-18,14.59,78.84,0.28,1.76
2018-09-19,14.55,79.68,0.54,1.42
2018-09-20,14.46,77.3,0.59,2.16
2018-09-21,15.49,82.46,2.32,2.46
2018-09-22,15.27,84.04,2.49,2.86
2018-09-23,14.96,82.15,0.99,2.5
2018-09-24,14.84,82.75,1.26,2.56
2018-09-25,15.45,83.78,2.45,2.95
2018-09-26,15.94,77.72,1.71,2.94
2018-09-27,15.3,85.13,4.21,3.22
2018-09-28,15.97,84.56,1.13,2.69
2018-09-29,15.58,82.09,0.77,3.06
2018-09-30,15.24,74.07,0.16,2.89
2018-10-01,14.33,77.46,0.09,2.57
2018-10-02,14.81,82.86,0.35,2.5
2018-10-03,15.47,82.06,1.56,2.54
2018-10-04,15.33,81.99,2.25,2.31
2018-10-05,15.86,82.15,2.4,2.32
2018-10-06,16.54,82.69,4.28,2.35
2018-10-07,16.69,83.43,4.86,1.85
2018-10-08,15.64,88.1,8.6,1.34
2018-10-09,15.45,85.04,1.88,2.61
2018-10-10,15.1,81.56,1.24,3.18
2018-10-11,15.55,78.35,0.78,2.56
2018-10-12,15.67,76.64,0.34,1.87
2018-10-13,16.59,81.41,1.18,1.91
2018-10-14,15.78,80.95,0.82,1.97
2018-10-15,16.19,80.19,2.94,2.07
2018-10-16,16.19,79.75,1.68,2.15
2018-10-17,16.11,83.57,6.49,2.28
2018-10-18,16.48,85.86,4.42,3.18
2018-10-19,16.33,85.13,4.03,3.12
2018-10-20,15.73,81.19,0.81,2.99
2018-10-21,15.38,79.75,0.81,3.23
2018-10-22,14.95,78.91,2.2,3.78
2018-10-23,13.78,85.18,5.18,4.07
2018-10-24,14.8,80.33,2.28,3.07
2018-10-25,15.55,86.35,5.42,3.7
2018-10-26,15.96,86.55,9.68,3.45
2018-10-27,15.86,85.71,5.26,3.62
2018-10-28,15.58,85.5,1.85,2.53
2018-10-29,16.06,86.18,2.73,2.28
2018-10-30,16.09,83.25,0.67,2.4
2018-10-31,16.26,83.38,1.02,2.24
2018-11-01,16.51,86.75,4.53,2.93
2018-11-02,16.28,87.93,25.68,3.45
2018-11-03,16.03,87.19,6.58,3.22
2018-11-04,15.6,83.61,1.24,2.79
2018-11-05,15.29,81.16,0.43,2.19
2018-11-06,15.6,81.78,0.08,2.19
2018-11-07,16.03,82.72,0.28,2.33
2018-11-08,16.43,82.65,0.68,2.24
2018-11-09,16.54,83.13,1.87,2.39
2018-11-10,16.54,85.68,3.2,2.8
2018-11-11,16.02,86.24,4.64,2.37
2018-11-12,16.1,85.15,2.48,2.58
2018-11-13,16.05,86.04,3.7,2.95
2018-11-14,16.1,86.9,5.96,2.85
2018-11-15,16.19,84.04,2.92,2.87
2018-11-16,15.34,79.64,0.1,2.27
2018-11-17,16.49,85.57,2.09,2.6
2018-11-18,17.01,84.91,2.09,2.72
2018-11-19,16.66,87.69,3.73,2.7
2018-11-20,17.39,85.82,4.38,3.22
2018-11-21,16.82,86.79,5.27,2.98
2018-11-22,16.44,84.72,1.69,2.46
2018-11-23,16.36,82.31,0.67,2.18
2018-11-24,16.06,83.12,2.0,2.71
2018-11-25,16.07,86.02,6.5,2.93
2018-11-26,15.91,85.86,2.51,2.79
2018-11-27,16.11,85.96,3.06,2.63
2018-11-28,16.28,86.31,5.75,2.64
2018-11-29,16.23,86.65,5.76,3.22
2018-11-30,15.5,83.46,1.59,3.09
2018-12-01,16.06,87.32,6.04,3.13
2018-12-02,15.99,87.56,5.93,2.63
2018-12-03,16.12,85.24,8.4,1.95
2018-12-04,16.62,86.82,8.89,2.63
2018-12-05,16.34,84.82,0.81,2.6
2018-12-06,16.4,84.86,3.03,2.16
2018-12-07,16.46,84.08,1.06,2.34
2018-12-08,16.09,88.01,25.75,2.13
2018-12-09,16.63,85.66,4.01,1.99
2018-12-10,15.54,91.24,10.4,0.97
2018-12-11,15.0,89.46,13.81,0.92
2018-12-12,16.12,84.01,1.87,1.59
2018-12-13,15.89,85.98,3.45,2.22
2018-12-14,15.81,88.54,23.23,2.19
2018-12-15,15.49,86.25,3.9,2.16
2018-12-16,15.97,82.23,0.28,1.43
2018-12-17,15.38,78.75,0.82,1.69
2018-12-18,15.81,81.37,1.15,1.41
2018-12-19,15.7,86.06,2.08,1.56
2018-12-20,15.62,80.67,0.37,1.52
2018-12-21,16.19,81.31,1.98,1.5
2018-12-22,16.62,83.73,2.41,1.86
2018-12-23,16.48,83.68,0.97,2.05
2018-12-24,15.52,82.15,0.42,2.14
2018-12-25,15.28,83.06,0.74,2.23
2018-12-26,15.17,80.93,0.3,2.25
2018-12-27,15.39,85.63,1.57,2.38
2018-12-28,15.59,82.43,0.94,2.04
2018-12-29,15.82,82.0,1.34,2.09
2018-12-30,16.07,84.67,2.38,2.41
2018-12-31,15.74,85.73,4.87,2.55
2019-01-01,15.72,83.29,1.45,2.06
2019-01-02,15.96,78.27,0.17,1.74
2019-01-03,16.14,81.65,1.83,2.1
2019-01-04,15.9,88.2,8.13,2.88
2019-01-05,15.85,86.69,10.88,2.73
2019-01-06,15.33,83.73,0.6,2.04
2019-01-07,15.72,71.31,0.01,2.04
2019-01-08,15.44,77.8,0.4,2.02
2019-01-09,15.19,73.53,0.2,2.08
2019-01-10,15.07,79.9,0.99,1.92
2019-01-11,15.71,81.24,0.69,2.38
2019-01-12,14.61,75.35,0.0,2.5
2019-01-13,15.03,77.75,0.61,2.06
2019-01-14,16.04,80.13,0.47,1.88
2019-01-15,15.56,86.11,2.88,1.81
2019-01-16,16.13,74.21,1.32,1.69
2019-01-17,16.23,73.22,0.0,1.78
2019-01-18,16.36,73.41,0.33,1.66
2019-01-19,16.28,72.64,0.27,1.92
2019-01-20,16.63,68.03,0.09,1.79
2019-01-21,16.63,68.07,0.02,1.56
2019-01-22,16.92,75.31,0.12,1.64
2019-01-23,17.26,76.45,0.16,1.76
2019-01-24,16.17,75.54,0.0,2.09
2019-01-25,16.48,75.64,0.19,2.2
2019-01-26,16.77,76.11,0.05,2.2
2019-01-27,17.19,75.41,0.03,2.03
2019-01-28,16.74,74.78,0.02,2.31
2019-01-29,16.17,75.85,0.01,2.03
2019-01-30,15.99,74.8,0.01,2.14
2019-01-31,16.75,73.61,0.3,2.01
2019-02-01,16.3,74.38,0.39,2.19
2019-02-02,16.68,67.42,0.14,2.16
2019-02-03,17.18,61.52,0.02,2.15
2019-02-04,17.42,67.17,0.11,2.04
2019-02-05,16.86,73.43,0.19,2.71
2019-02-06,16.71,71.72,0.11,2.41
2019-02-07,17.63,77.42,0.27,2.35
2019-02-08,17.77,77.98,0.41,2.34
2019-02-09,17.67,75.12,0.19,2.44
2019-02-10,17.02,74.25,0.42,2.37
2019-02-11,16.82,64.38,0.02,2.05
2019-02-12,16.1,70.47,0.14,2.76
2019-02-13,16.04,75.84,0.08,2.9
2019-02-14,16.47,73.27,0.08,2.55
2019-02-15,17.53,73.09,0.58,2.12
2019-02-16,17.27,79.27,1.55,2.35
2019-02-17,17.76,71.94,0.19,2.49
2019-02-18,17.52,59.74,0.01,1.74
2019-02-19,18.3,68.83,0.32,2.22
2019-02-20,17.57,73.53,0.47,3.04
2019-02-21,16.62,77.28,1.21,3.67
2019-02-22,17.42,76.64,1.36,3.01
2019-02-23,16.97,81.34,1.84,2.41
2019-02-24,17.66,77.97,1.32,1.95
2019-02-25,16.81,77.92,0.84,1.78
2019-02-26,16.6,69.53,0.13,2.29
2019-02-27,16.9,68.97,0.13,2.35
2019-02-28,17.99,64.3,0.04,2.22
2019-03-01,19.67,57.62,0.0,1.64
2019-03-02,19.97,55.38,0.81,1.24
2019-03-03,19.89,62.77,1.52,1.47
2019-03-04,18.66,69.44,1.28,1.77
2019-03-05,18.06,70.58,1.06,2.04
2019-03-06,18.32,62.95,0.4,1.96
2019-03-07,18.53,56.77,0.18,2.31
2019-03-08,17.71,59.95,3.69,2.27
2019-03-09,17.27,63.86,0.57,2.59
2019-03-10,17.61,53.69,0.03,2.59
2019-03-11,17.99,56.92,0.14,2.36
2019-03-12,17.88,58.04,0.01,2.56
2019-03-13,17.93,59.36,0.01,2.68
2019-03-14,17.53,66.87,0.09,2.67
2019-03-15,17.55,68.32,0.27,2.8
2019-03-16,18.12,70.31,0.58,2.72
2019-03-17,19.14,64.92,0.13,2.46
2019-03-18,18.86,63.02,0.11,2.57
2019-03-19,18.66,65.09,0.09,2.74
2019-03-20,18.75,64.98,0.2,2.5
2019-03-21,19.6,58.9,0.03,2.18
2019-03-22,19.03,62.0,0.16,2.56
2019-03-23,18.48,67.23,0.79,2.86
2019-03-24,18.36,64.25,0.4,2.8
2019-03-25,19.25,58.24,0.1,2.27
2019-03-26,19.94,54.94,0.04,2.4
2019-03-27,17.79,70.21,10.12,2.86
2019-03-28,17.23,79.07,6.17,2.84
2019-03-29,18.5,72.23,1.72,2.23
2019-03-30,19.05,69.79,2.09,2.53
2019-03-31,18.97,65.49,2.02,2.49
2019-04-01,18.69,67.66,1.84,2.56
2019-04-02,18.79,65.74,0.39,2.88
2019-04-03,18.81,68.52,0.57,2.89
2019-04-04,18.42,75.88,2.66,3.26
2019-04-05,18.27,76.41,1.5,3.45
2019-04-06,18.41,70.99,1.03,3.46
2019-04-07,17.97,71.64,0.47,2.99
2019-04-08,19.33,67.53,0.34,2.34
2019-04-09,19.46,69.41,2.03,2.58
2019-04-10,18.31,69.84,0.84,2.5
2019-04-11,18.0,76.06,1.06,3.15
2019-04-12,18.7,72.34,0.53,3.46
2019-04-13,18.6,73.32,0.96,3.15
2019-04-14,18.92,67.63,0.19,3.12
2019-04-15,18.68,65.61,0.07,3.03
2019-04-16,18.73,63.4,0.66,2.8
2019-04-17,18.13,57.71,0.07,2.64
2019-04-18,18.94,62.35,0.51,2.69
2019-04-19,19.47,70.73,2.06,3.17
2019-04-20,19.74,69.77,2.1,2.02
2019-04-21,19.26,74.61,1.36,2.12
2019-04-22,19.48,72.83,1.91,2.53
2019-04-23,18.68,80.08,8.32,1.83
2019-04-24,18.12,77.7,11.65,1.67
2019-04-25,18.91,77.48,6.12,1.79
2019-04-26,18.06,84.42,13.33,1.57
2019-04-27,18.24,80.51,3.61,1.73
2019-04-28,18.83,79.95,1.57,1.97
2019-04-29,18.61,78.36,1.65,2.73
2019-04-30,18.0,80.2,1.84,2.85
2019-05-01,18.14,77.47,1.17,2.49
2019-05-02,17.96,77.81,1.32,2.35
2019-05-03,18.28,75.62,1.57,2.33
2019-05-04,18.46,77.3,1.86,3.22
2019-05-05,17.34,78.46,7.15,3.16
2019-05-06,17.98,79.12,2.24,2.83
2019-05-07,17.66,76.6,4.11,3.09
2019-05-08,17.48,75.97,2.56,2.71
2019-05-09,17.2,78.07,8.81,2.63
2019-05-10,16.23,78.7,2.71,3.19
2019-05-11,14.7,71.11,0.89,2.7
2019-05-12,16.89,74.99,1.2,2.67
2019-05-13,17.2,78.62,2.5,3.08
2019-05-14,17.32,77.84,2.46,3.42
2019-05-15,17.18,80.95,1.73,3.11
2019-05-16,17.4,79.21,1.84,3.2
2019-05-17,17.72,80.22,2.65,3.23
2019-05-18,16.39,84.78,10.51,3.67
2019-05-19,15.77,80.17,1.53,2.7
2019-05-20,16.2,81.05,3.54,2.79
2019-05-21,16.48,69.95,0.32,2.54
2019-05-22,17.05,75.77,1.73,2.33
2019-05-23,16.81,83.39,15.62,2.89
2019-05-24,15.83,82.26,3.63,3.3
2019-05-25,15.27,79.93,3.0,2.79
2019-05-26,15.95,79.96,1.84,2.73
2019-05-27,15.97,81.52,3.29,2.62
2019-05-28,16.08,81.16,2.47,2.4
2019-05-29,16.21,79.27,1.59,2.47
2019-05-30,16.82,76.27,1.82,2.11
2019-05-31,17.35,78.82,2.02,1.3
2019-06-01,17.78,77.87,3.47,0.69
2019-06-02,17.93,81.78,8.28,0.97
2019-06-03,16.89,82.48,10.03,1.35
2019-06-04,16.43,84.95,10.8,0.91
2019-06-05,16.26,87.3,6.29,1.01
2019-06-06,16.44,82.85,2.15,1.37
2019-06-07,16.83,81.89,4.83,1.05
2019-06-08,16.71,82.05,3.75,1.74
2019-06-09,15.44,87.43,6.25,2.33
2019-06-10,15.5,82.66,4.19,2.38
2019-06-11,13.67,84.41,3.35,1.91
2019-06-12,14.91,84.58,2.37,2.07
2019-06-13,16.21,81.13,1.7,2.03
2019-06-14,16.63,84.48,3.11,1.94
2019-06-15,16.7,82.99,1.56,1.48
2019-06-16,16.36,83.82,1.41,1.51
2019-06-17,15.23,79.61,0.3,1.96
2019-06-18,15.84,76.04,1.1,1.64
2019-06-19,16.76,74.99,0.62,0.96
2019-06-20,16.72,80.19,0.95,1.24
2019-06-21,17.22,79.28,1.07,1.08
2019-06-22,17.64,76.85,0.88,1.1
2019-06-23,16.27,79.77,0.88,0.98
2019-06-24,16.54,78.95,2.76,1.1
2019-06-25,15.82,86.76,5.92,1.8
2019-06-26,15.83,84.69,4.86,1.58
2019-06-27,16.46,79.68,2.46,1.42
2019-06-28,16.73,82.01,4.83,1.24
2019-06-29,16.58,80.45,3.42,1.5
2019-06-30,15.92,74.77,0.64,2.04
2019-07-01,15.32,78.62,1.17,2.13
2019-07-02,16.3,78.79,0.55,1.79
2019-07-03,16.38,77.83,0.98,1.75
2019-07-04,15.68,77.24,0.66,1.73
2019-07-05,16.1,73.98,0.45,1.58
2019-07-06,15.99,80.04,2.02,1.92
2019-07-07,15.91,77.12,0.82,2.42
2019-07-08,15.96,74.41,0.35,2.16
2019-07-09,15.97,72.18,0.41,1.94
2019-07-10,16.29,76.84,1.95,2.15
2019-07-11,15.97,78.93,2.16,3.18
2019-07-12,16.37,72.79,1.24,2.36
2019-07-13,15.47,77.13,2.21,2.64
2019-07-14,15.5,77.19,1.9,2.79
2019-07-15,14.92,76.45,2.23,3.36
2019-07-16,14.55,76.47,1.53,2.56
2019-07-17,15.08,76.11,1.68,3.04
2019-07-18,14.99,74.89,1.18,3.08
2019-07-19,14.9,80.15,1.8,2.15
2019-07-20,16.74,77.15,1.1,0.77
2019-07-21,16.24,80.13,1.19,1.03
2019-07-22,15.88,74.29,1.11,2.06
2019-07-23,14.18,80.51,2.24,0.98
2019-07-24,16.23,76.51,2.29,1.53
2019-07-25,15.94,70.47,0.83,1.68
2019-07-26,16.42,73.94,1.64,1.48
2019-07-27,16.06,76.13,2.9,1.71
2019-07-28,15.5,79.9,3.44,1.43
2019-07-29,15.79,82.02,4.49,1.03
2019-07-30,15.38,84.58,4.08,0.91
2019-07-31,15.49,85.68,4.23,1.45
2019-08-01,15.49,78.01,1.62,2.44
2019-08-02,15.95,75.56,0.81,3.28
2019-08-03,15.67,70.38,0.49,3.17
2019-08-04,15.57,66.69,0.22,2.71
2019-08-05,16.89,67.01,0.15,1.93
2019-08-06,17.26,64.6,0.37,1.51
2019-08-07,17.08,76.16,3.36,2.56
2019-08-08,16.0,77.23,3.1,3.06
2019-08-09,16.09,70.26,0.17,2.22
2019-08-10,16.31,69.91,0.57,2.36
2019-08-11,16.42,78.4,0.99,2.45
2019-08-12,15.04,77.18,1.28,2.05
2019-08-13,15.87,74.21,0.88,2.01
2019-08-14,15.37,77.37,1.85,2.03
2019-08-15,14.94,73.72,0.93,2.54
2019-08-16,14.59,75.8,0.89,2.35
2019-08-17,16.07,76.87,1.44,1.73
2019-08-18,16.04,77.71,3.36,2.0
2019-08-19,15.97,78.57,2.7,2.12
2019-08-20,16.13,74.07,0.83,1.75
2019-08-21,15.74,77.69,1.48,2.38
2019-08-22,16.39,73.93,1.46,2.38
2019-08-23,16.33,73.17,1.31,2.29
2019-08-24,15.87,79.07,5.23,3.33
2019-08-25,16.09,66.84,0.87,3.19
2019-08-26,16.41,71.64,2.03,2.92
2019-08-27,16.8,72.56,2.45,1.58
2019-08-28,16.97,76.76,7.56,1.27
2019-08-29,15.98,78.89,2.24,1.83
2019-08-30,16.62,79.33,5.43,1.46
2019-08-31,16.25,80.31,5.59,1.07
2019-09-01,17.13,79.58,13.59,0.98
2019-09-02,16.26,84.55,1.89,1.07
2019-09-03,15.66,81.37,2.44,2.25
2019-09-04,17.14,75.49,1.1,1.96
2019-09-05,15.32,77.42,0.89,2.12
2019-09-06,15.98,76.71,1.67,1.51
2019-09-07,15.48,80.07,1.62,2.25
2019-09-08,15.13,79.41,3.5,2.33
2019-09-09,16.11,71.62,1.18,3.58
2019-09-10,16.22,80.41,5.57,3.48
2019-09-11,16.88,73.4,1.01,2.9
2019-09-12,16.84,69.23,0.41,2.71
2019-09-13,17.33,68.56,0.54,2.78
2019-09-14,17.64,67.46,0.8,2.47
2019-09-15,17.6,66.55,0.63,2.59
2019-09-16,17.4,67.76,0.5,3.02
2019-09-17,17.0,60.33,0.31,3.05
2019-09-18,17.42,62.92,0.24,2.34
2019-09-19,16.82,62.09,0.19,2.92
2019-09-20,16.56,63.31,0.13,2.83
2019-09-21,17.16,66.56,0.4,2.33
2019-09-22,17.17,74.39,1.36,1.88
2019-09-23,15.99,76.29,3.57,1.98
2019-09-24,16.89,76.32,3.2,1.83
2019-09-25,16.18,76.01,3.46,1.96
2019-09-26,17.1,80.0,13.18,3.43
2019-09-27,16.19,78.18,4.13,3.37
2019-09-28,17.37,68.53,0.89,2.06
2019-09-29,17.45,65.9,0.77,2.19
2019-09-30,17.83,68.34,2.99,2.66
2019-10-01,17.91,74.66,9.99,2.84
2019-10-02,17.16,80.28,10.21,3.16
2019-10-03,16.41,78.59,10.55,4.06
2019-10-04,15.68,80.28,14.89,3.53
2019-10-05,15.87,83.1,17.54,3.58
2019-10-06,15.75,80.99,9.13,3.6
2019-10-07,15.45,72.84,2.15,3.05
2019-10-08,16.62,75.87,11.22,3.11
2019-10-09,16.59,82.36,21.31,3.41
2019-10-10,15.72,86.46,25.81,3.89
2019-10-11,15.96,85.49,21.26,3.81
2019-10-12,16.11,85.05,28.21,3.58
2019-10-13,16.3,85.53,12.22,3.29
2019-10-14,16.79,84.28,4.85,3.23
2019-10-15,15.99,80.16,1.51,2.48
2019-10-16,16.2,80.09,0.76,2.55
2019-10-17,17.03,84.31,12.28,3.36
2019-10-18,16.59,85.3,22.28,2.79
2019-10-19,16.32,86.24,13.26,2.8
2019-10-20,16.34,84.02,4.32,2.84
2019-10-21,16.57,84.23,5.25,2.3
2019-10-22,17.17,81.21,9.11,2.55
2019-10-23,16.73,84.34,8.42,2.96
2019-10-24,16.11,85.07,7.4,3.61
2019-10-25,15.71,83.45,7.23,2.96
2019-10-26,15.92,86.41,11.78,3.0
2019-10-27,16.27,84.37,5.33,2.71
2019-10-28,16.63,81.84,8.42,2.06
2019-10-29,16.52,86.49,8.26,2.14
2019-10-30,16.17,86.58,7.93,2.62
2019-10-31,16.25,85.15,4.62,2.36
2019-11-01,15.87,83.5,4.47,1.86
2019-11-02,16.23,80.56,1.36,2.11
2019-11-03,16.28,82.31,4.13,2.22
2019-11-04,16.45,81.97,8.35,2.69
2019-11-05,16.69,78.29,3.99,2.29
2019-11-06,16.94,80.31,5.25,2.29
2019-11-07,16.86,83.96,10.47,2.98
2019-11-08,16.65,79.75,2.86,3.0
2019-11-09,16.55,83.2,3.92,2.84
2019-11-10,17.23,84.24,11.3,2.91
2019-11-11,16.98,86.71,16.91,3.38
2019-11-12,16.97,88.96,32.04,3.59
2019-11-13,16.34,89.45,11.01,1.93
2019-11-14,16.02,90.11,4.34,2.84
2019-11-15,16.79,83.63,2.37,1.93
2019-11-16,17.12,85.26,2.27,2.18
2019-11-17,15.95,87.93,5.09,2.27
2019-11-18,16.63,85.67,3.82,2.56
2019-11-19,16.17,85.63,7.65,3.17
2019-11-20,16.27,86.39,6.63,2.39
2019-11-21,17.3,82.79,3.64,1.81
2019-11-22,16.83,87.87,9.53,2.63
2019-11-23,16.15,87.66,12.02,2.37
2019-11-24,16.36,87.33,11.89,1.66
2019-11-25,15.61,88.16,35.34,0.93
2019-11-26,15.99,89.39,12.79,1.21
2019-11-27,16.21,86.39,6.21,2.32
2019-11-28,16.2,84.73,3.26,1.82
2019-11-29,16.92,85.59,10.1,1.21
2019-11-30,16.8,88.36,17.27,1.65
2019-12-01,16.65,89.38,27.41,2.63
2019-12-02,16.62,88.61,42.26,2.32
2019-12-03,17.04,89.4,24.08,2.31
2019-12-04,16.85,87.98,9.15,2.14
2019-12-05,16.9,86.8,8.64,2.31
2019-12-06,17.15,89.02,26.65,2.3
2019-12-07,17.08,87.69,4.47,1.71
2019-12-08,16.91,85.42,4.28,1.52
2019-12-09,16.65,87.56,12.39,1.93
2019-12-10,16.9,88.31,11.01,2.55
2019-12-11,15.89,86.68,0.58,2.25
2019-12-12,15.9,83.71,3.75,1.85
2019-12-13,15.8,85.18,3.43,1.98
2019-12-14,15.66,87.58,5.6,1.86
2019-12-15,15.86,85.79,15.65,1.7
2019-12-16,16.29,84.51,3.4,1.56
2019-12-17,16.65,84.42,1.11,1.37
2019-12-18,16.59,85.05,0.81,2.08
2019-12-19,14.95,78.94,0.12,2.01
2019-12-20,15.87,80.6,1.02,1.5
2019-12-21,16.08,89.54,2.69,1.67
2019-12-22,16.35,87.81,2.6,1.58
2019-12-23,16.77,86.0,6.8,1.42
2019-12-24,17.19,86.34,6.59,1.8
2019-12-25,17.29,86.99,4.91,1.57
2019-12-26,17.28,86.14,2.23,1.15
2019-12-27,17.5,83.07,0.65,1.23
2019-12-28,16.7,84.96,1.34,1.41
2019-12-29,16.11,88.15,1.25,1.58
2019-12-30,15.49,84.47,0.35,1.85
2019-12-31,15.49,84.92,1.49,1.84
2020-01-01,15.16,82.55,0.57,1.83
2020-01-02,15.59,86.38,3.45,2.29
2020-01-03,15.79,85.82,3.35,2.39
2020-01-04,15.01,88.76,0.77,2.42
2020-01-05,15.47,83.27,2.88,1.58
2020-01-06,16.48,78.61,2.84,1.6
2020-01-07,16.04,86.86,3.33,2.37
2020-01-08,15.44,87.14,5.11,2.43
2020-01-09,15.38,89.99,2.36,1.5
2020-01-10,16.03,82.44,0.73,1.34
2020-01-11,15.87,77.58,0.18,1.59
2020-01-12,15.94,78.69,1.59,1.27
2020-01-13,16.11,84.54,12.19,1.19
2020-01-14,16.05,85.31,10.52,1.73
2020-01-15,16.34,84.6,5.19,1.79
2020-01-16,16.82,82.73,2.12,1.31
2020-01-17,16.36,86.15,1.89,1.21
2020-01-18,17.17,79.11,0.33,1.17
2020-01-19,16.75,76.83,0.16,1.47
2020-01-20,16.62,75.57,0.12,1.68
2020-01-21,16.69,72.78,0.08,1.97
2020-01-22,16.97,77.52,0.13,1.79
2020-01-23,16.1,84.15,1.14,1.69
2020-01-24,16.83,84.95,1.75,1.56
2020-01-25,16.45,90.82,10.24,1.94
2020-01-26,15.41,88.71,10.78,1.87
2020-01-27,16.51,84.45,5.26,2.26
2020-01-28,15.82,88.19,5.37,2.39
2020-01-29,16.16,88.12,6.12,1.93
2020-01-30,16.23,87.38,2.26,1.93
2020-01-31,16.1,88.24,5.57,1.25
2020-02-01,16.06,88.07,27.94,0.84
2020-02-02,16.43,87.23,4.81,1.67
2020-02-03,16.82,83.99,2.86,1.65
2020-02-04,15.7,84.91,1.42,1.3
2020-02-05,15.81,84.02,1.99,1.77
2020-02-06,15.53,81.63,1.11,1.94
2020-02-07,15.53,80.37,0.27,2.07
2020-02-08,15.21,79.96,0.43,2.13
2020-02-09,15.07,81.35,0.46,1.92
2020-02-10,15.67,70.93,0.0,1.75
2020-02-11,17.16,63.78,0.0,1.1
2020-02-12,17.61,73.21,0.29,0.95
2020-02-13,16.98,85.85,4.4,2.5
2020-02-14,16.32,84.41,2.69,2.82
2020-02-15,15.98,86.82,11.54,2.71
2020-02-16,16.08,85.88,2.06,2.6
2020-02-17,16.76,84.41,0.65,2.11
